Corpus ID,S2 ID,name,fields_of_study,topics,refID,refNames
70299115,d021ab26eb9cb16ffb02f27afa6db7d9e059a234,Attacking Data Transforming Learners at Training Time,['Computer Science'],"['Machine learning', 'Time series', 'Plug and play', 'Autoregressive model', 'Backpropagation', 'Gradient', 'Threat model', 'Ordinary least squares', 'Preprocessor', 'Play Framework', 'Artificial neural network', 'The Australian', 'Data point', 'Polynomial', 'Utility functions on indivisible goods', 'Linear algebra', 'Alice and Bob', 'Map', 'Algorithm', 'Software deployment']",990a02f20529f5ce3b382f1d54648afaab391179 #;# 1b7d0a451db2a08a6b73a24c641eb9b846671740 #;# 9512facd37bba2ff1ece31900c08901bb011f1ce #;# 3e3a2e08095fd7402a97aaf6e73b6dbfdd58de79 #;# 165e4c6467eeae8974739a731045bdff07d906fc #;# d891dc72cbd40ffaeefdc79f2e7afe1e530a23ad #;# e763e3c673392822a125133ac4467e05896fc08c #;# efd7b7aafeb83b8a8d6fd90a35d6fb6a62f5f695 #;# 0f571d5af8c85f78d22b64e9581347dba9c37a3d #;# 033c08ca48aaed2d5ab0a17d668d410538678ed8 #;# 99a39ea1b9bf4e3afc422329c1d4d77446f060b8 #;# 8256779f1fdf83e19853219af3a109c97bd6cba9 #;# 4bb8127bf81dbdf25abc03c38b2b07e3c411ab64 #;# 7178bf9576ea3c8094953cbad5cfa950502a3dc0 #;# 5f198e9f1a6cace1fcee5ec53f5d35d9d83af6b7 #;# d94f56e7ef07b6e785b830e41da30c257b9a6ece #;# 3fba730850e918ed80692ba8350ffeb647d51120 #;# bacc56ebec59f86eea4c1d9da6d0adfd5d4817b4 #;# 1bd10813ade534b5500e92600d909bacb514138d #;# e3948c28d605e0d90e88e160556cfc14fbba57c8 #;# 8dcaf96f66340c453e775ab217a1b1bd9ba63449 #;# 570cd3a4f2353c7391410d567a1615b7284d412d #;# 4ce74d486d6a76bf0bc5ed9437f5eee8ee5aa221,"Poisoning Attacks against Support Vector Machines #;# Explicit Defense Actions Against Test-Set Attacks #;# Using Machine Teaching to Identify Optimal Training-Set Attacks on Machine Learners #;# Is Feature Selection Secure against Training Data Poisoning? #;# Adversarial learning #;# Intriguing properties of neural networks #;# Matrix Differential Calculus with Applications in Statistics and Econometrics #;# Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Regression Learning #;# Guide to NumPy #;# Evasion Attacks against Machine Learning at Test Time #;# Machine Learning Strategies for Time Series Forecasting #;# Bayesian Games for Adversarial Regression Problems #;# Large-scale strategic games and adversarial machine learning #;# Adversarial Machine Learning #;# Can machine learning be secure? #;# Adversarial classification #;# Adversarial Regression with Multiple Learners #;# Data Poisoning Attacks against Autoregressive Models #;# ANTIDOTE: understanding and defending against poisoning of anomaly detectors #;# Incremental and Decremental Support Vector Machine Learning #;# Time series analysis, forecasting and control #;# Wild Patterns: Ten Years After the Rise of Adversarial Machine Learning #;# Adversarial Feature Selection Against Evasion Attacks"
19915231,0b884562fbcc9a87ba3e4dac69e8c1c1b6579b85,Fuzzy-Model-Based Robust $H_{\infty}$ Design of Nonlinear Packetized Networked Control Systems,['Computer Science'],"['Nonlinear system', 'Linear matrix inequality', 'Linear programming', 'Fuzzy control system', 'Mathematical optimization', 'Social inequality', 'Algorithm', 'Numerical analysis', 'Randomness', 'Lyapunov fractal', 'Iterative method', 'Numerical method', 'Real-time clock', 'Network packet', 'exponential', 'Controllers', 'Display lag']",b9491c6b41c06aa7014ce34bbe6babc42b594a54 #;# c4ae7b53612dfcbb65ff5af14679221f9fff2d0b #;# fa4c25b75836cfb10417f8196a09154c3840dc22 #;# a5789e89899bc0cc6ab7c70549c422029bdd9554 #;# 6bf5be27e3af492c8974531d8d3483b9a4bc333b #;# 4a0c9e416f14a65a72ce362bbcbc3db129718f6f #;# b5b9974d2aff8f8551f465f76ea9d8586b68662a #;# e1937ddfeda5936e17f9d5a8d1524b374facf886 #;# c4d038af39cdccfbd1d410d4bf043db0337a7fac #;# eebf91334d3d7fe5a21cd9ca956d076f173bd3ef #;# c803d6f26199eb239d54e3c65b0781c8c06e0a00 #;# 8b3706470bbfd8911af9d9b66946187862e0e1a2 #;# 73f28a16c9f7ccb42a10c8b551c1ebb8e2dd77c4 #;# 25650e0d094d3f34b79b56177ef820dc5e5151ed #;# ede397c00bdc42b9f48c4c77403b74ed1062c43b #;# 4c4a4a100f0c992e2a66221f739594797a57fa0a #;# 0b538f3889264e64cf0a2bfbf8182a6912d51a91 #;# 852ff75a3be0c5bc90d633fb3662c348b143bff4 #;# 465bd4fbf9bdd697f0f74adc6f494b0f588591fc #;# c10f8dc093127127721705fc598429e96a14f9f9 #;# 5127301ac0e39d490146d7ab9f06195eda612225 #;# 20ff246a52f45a6272731068f44f84f256e2d391 #;# d8d38df2ee90e7eb76be86b10d79ed0fcb3c8972,A cone complementarity linearization algorithm for static output-feedback and related problems #;# Input-to-state stability for networked control systems via an improved impulsive system approach #;# Improved delay-range-dependent stability criteria for linear systems with time-varying delays #;# Communication-Delay-Distribution-Dependent Networked Control for a Class of T–S Fuzzy Systems #;# Design and stability analysis of networked control systems with random communication time delay using the modified MPC #;# A Delay Decomposition Approach to Stability of Linear Neutral Systems #;# Modeling and Stabilization of Continuous-Time Packet-Based Networked Control Systems #;# Input-to-State Stability of Packetized Predictive Control Over Unreliable Networks Affected by Packet-Dropouts #;# A Novel Control Design on Discrete-Time Takagi–Sugeno Fuzzy Systems With Time-Varying Delays #;# A delay distribution based stability analysis and synthesis approach for networked control systems #;# Fuzzy-Model-Based Control of an Overhead Crane With Input Delay and Actuator Saturation #;# An Improved Input Delay Approach to Stabilization of Fuzzy Systems Under Variable Sampling #;# Packet-Based Deadband Control for Internet-Based Networked Control Systems #;# Robust sampled-data H∞ control with stochastic sampling #;# Fuzzy-model-based robust stability of nonlinear networked control systems with input missing #;# Wirtinger's inequality and Lyapunov-based sampled-data stabilization #;# A Delay System Method for Designing Event-Triggered Controllers of Networked Control Systems #;# T-S Fuzzy-Model-Based Robust  $H_{\infty}$ Design for Networked Control Systems With Uncertainties #;# Robust generalised H 2 and H ∞ static output feedback control for uncertain discrete-time fuzzy systems #;# Delay-distribution-dependent robust stability of uncertain systems with time-varying delay #;# Error Bounded Sensing for Packet-Based Networked Control Systems #;# Fuzzy Delay Compensation Control for T-S Fuzzy Systems Over Network #;# Stability of networked control systems
16603327,0a7889367b9859700e770980f331cd5ac6c4a131,Exploring the Mind: Integrating Questionnaires and fMRI,['Computer Science'],"['Sparse matrix', 'Graphical model', 'Count data', 'Categorical variable', 'Bayesian network', 'Column (database)']",8deb3b90419c130efe819a6e7eb620429513b5f1 #;# eea094ba215c5a6b1b178fd3190f4e10b5d5ca98 #;# 2325d1570d68798c26406db0ae818c3b56a083ff #;# c11c786ac8fdf834df390e96a765ea8a15cb210f #;# db3a261581521f007af8d6aa267b5dfcf73591e2 #;# a0bcdf26fcd382dd54ac38be07e6b33179bd52f4 #;# be4b47bcd9a5f14c136733843eb31c19d4ca2523 #;# 0b7d8baa633736050b74a827928274099513948a #;# 05ab43b91321e8cf57a42614dd630baecd110bd0 #;# 7729617215d08e6b587742e27ace377874bf6478 #;# f2ea68a6a8f824f5b34f39700601fa0d6168b1b0 #;# 5717292932efec661afe8fff5a56f690e33ccffa #;# 183acb4fe7c077db47828bfe04dea1cd9b9768b5 #;# 587cd1ad643752d78248a1e286781d63a826c966 #;# 6469beecfd6a74665b6430eeed57afc66c605a5b #;# 16baf389a69f94b87105aba059ff14e6f2623e3c #;# 5a922079f7d3ff0278a966e87c2073724e6fa94c #;# 0cdc974d050e4bf605cfe26a0e75406f7842d72c #;# bc20444f09186991b2b5f05a174c7aac4ec1dd25 #;# 62e14dec73970514a5e3f81b059d63b34e9ad37c #;# 822391a297b7baeb3aa5e194e1daaff93899f553 #;# 36632b6ea5ea553d7e48d5f342182650d58cc79d #;# 8e17c434bc40ce5c41701ab638e8d9344e733565,"The neurobiology of individual differences in complex behavioral traits. #;# Graph drawing by force‐directed placement #;# Feature-based representations of emotional facial expressions in the human amygdala. #;# Sequential ordinal modeling with applications to survival data. #;# A Heuristic for Graph Drawing #;# The IBP Compound Dirichlet Process and its Application to Focused Topic Modeling #;# Predicting Human Brain Activity Associated with the Meanings of Nouns #;# Inferring Latent Structure From Mixed Real and Categorical Relational Data #;# Sparse inverse covariance estimation with the graphical lasso. #;# Simulation of the matrix Bingham-von Mises-Fisher distribution, with applications to multivariate and relational data #;# Infinite Tucker Decomposition: Nonparametric Bayesian Models for Multiway Data Analysis #;# Simulation of the Matrix Bingham–von Mises–Fisher Distribution, With Applications to Multivariate and Relational Data #;# A sparse factor analytic probit model for congressional voting patterns #;# Bayesian Learning in Sparse Graphical Factor Models via Variational Mean-Field Annealing #;# Temporal stability of individual differences in amygdala reactivity. #;# Hierarchical Latent Dictionaries for Models of Brain Activation #;# Modeling Dyadic Data with Binary Latent Factors #;# Joint Modeling of a Matrix with Associated Text via Latent Binary Features #;# Clustering high-dimensional data: A survey on subspace clustering, pattern-based clustering, and correlation clustering #;# Predicting Legislative Roll Calls from Text #;# Sparse Bayesian infinite factor models. #;# Exact Matrix Completion via Convex Optimization #;# An Algorithm for Drawing General Undirected Graphs"
9000884,1037387773ad02fae162f3ee0df8122a6bbd90f9,Bayesian multiple instance learning: automatic feature selection and inductive transfer,['Computer Science'],"['Multiple instance learning', 'Feature selection', 'Algorithm']",547e0f6948e69115d3c7df39243eea660ba0dbc4 #;# 02e68b069d9cf13c082049429ffed18a5ca5f6d0 #;# 8b8fe662b83884580f7684fc5f05b9986f0f8cca #;# f63038f4dcdb97f2572f233c43d6f0875ac976c0 #;# a72a64276528e21cbb401dbf5de0f4f51cde36e8 #;# ced1d8bbf7407ceebff4727df33da666eb5e1684 #;# ee4af8e4fa646ab72ddcc3a8a62cba832f1040fc #;# 1c7d38f68fe1150895a186e30b60c02dd89a676a #;# 4d8340eae2c98ab5e0a3b1a7e071a7ddb9106cff #;# 521768f7772163bc7c57ae2c9855889abb747fbb #;# 52ccf1254dd4b48b72d75c207bf9d8dcc26a0517 #;# d68725804eadecf83d707d89e12c5132bf376187 #;# 161ffb54a3fdf0715b198bb57bd22f910242eb49,Multiple-Instance Active Learning #;# Support Vector Machines for Multiple-Instance Learning #;# Solving the Multiple-Instance Problem: A Lazy Learning Approach #;# Logistic Regression and Boosting for Labeled Bags of Instances #;# Radiologic classification of small adenocarcinoma of the lung: radiologic-pathologic correlation and its prognostic impact. #;# Support Vector Machines for Multi ple-Instance Learning #;# Multiple Instance Learning for Computer Aided Diagnosis #;# Solving the Multiple Instance Problem with Axis-Parallel Rectangles #;# A Framework for Multiple-Instance Learning #;# Multiple Instance Boosting for Object Detection #;# Supervised versus multiple instance learning: an empirical comparison #;# Sparse Bayesian Learning and the Relevance Vector Machine #;# Multitask Learning
10854686,db20585f98f91429353c252b6c7a843a9608b262,A Mixed-Signal VLSI for Real-Time Generation of Edge-Based Image Vectors,['Computer Science'],"['Very-large-scale integration', 'CMOS', 'Mixed-signal integrated circuit', 'Median filter', 'Computer vision', 'Feature vector', 'Edge detection', 'Computation', 'Prototype', 'Seamless3d', 'Filter (signal processing)', 'Printing', 'Semiconductor device fabrication', 'Real-time clock', 'Grayscale']",89c57d7d956efbf7884731e1e443f7596315f13c #;# 82a0bb9ce3b125ce9904fa00e19625dd3a3a3082 #;# 8c0887ffe5e54fae7b218c39c0dfbb5caffebed4 #;# 9b0791eda80b5db2f3156f14bef81d248299a11b #;# f247cea6ae49e0cbc190eb83f3c1739b0e981678 #;# 65a31cf4d9d5addb7966c12a6394625b76b3aaf8 #;# d1386dccf3de68ed4e87301eb8f03a8fc91ebd38 #;# bbbd015155bbe5098aad6b49a548e9f3570e49ec #;# 0b6390f646f2e3e83129001665c0f82426cc92fe #;# ff5fec74c20b71f049a5024f0ddbc61acbace71f #;# 897f2dafee877044026471e9408d2cea51d0baae #;# 2b477f65450980c632e6b7c2e98bd184821ca1c2,Human-perception-like image recognition system based on the Associative Processor architecture #;# An associative-processor-based mixed signal system for robust grayscale image recognition #;# Fractal-based classification of natural textures #;# Robust cephalometric landmark identification using support vector machines #;# Improving cephalogram analysis through feature subimage extraction. #;# Bit-sliced median filter design based on majority gate #;# A general-purpose vector-quantization processor employing two-dimensional bit-propagating winner-take-all #;# Gabor feature based classification using the enhanced fisher linear discriminant model for face recognition #;# Analog Soft-Pattern-Matching Classifier using Floating-Gate MOS Technology #;# A Robust Medical Image Recognition System Employing Edge-Based Feature Vector Representation #;# A hardware-friendly soft-computing algorithm for image recognition #;# An image representation algorithm compatible with neural-associative-processor-based hardware recognition systems
7868105,955748bbc59cf3764dd17bd63add163ee7475c9f,Tracking control of multi-input affine nonlinear dynamical systems with unknown nonlinearities using dynamical neural networks,"['Mathematics', 'Medicine', 'Computer Science']","['Dynamical system', 'Nonlinear system', 'Numerous', 'Neural Network Simulation', 'Artificial neural network', 'Network model', 'Lyapunov fractal', 'Controllers', 'Weight']",f77baa9428ca6d0d290317566468167d270bba20 #;# 4abd4e51705e74f1739bd3a1e47ac10e45f6468b #;# 24b9eebe49cf7e00cf50cf7b7d9243386a23fe7c #;# ae964fe0a0f394bc0f70a94585347d9118c189ed #;# 95b923b7d511732b2c79fabe516358c6b4c8a1e0 #;# 2b875e070f2890529d2d8894aec34d7675bcb3e9 #;# 15281eaee28e3cb83128801e29b25dffe38fc0a4 #;# 870cb30764ba74da046e9f89c968094d728b5c04 #;# f046e7bdfbf4541f8a6c3db8235ab492b8372395 #;# d7938b3dc574c1675ae49fe329181f77679054ed #;# f0d6698bc4c14958606205142078de8aa3fdac93 #;# 33e70e01823e67432f2c6ffc517c422d3ec4e658 #;# 6058cb6cf659f393ec21612066c8803af215a52e #;# b165e978c77909eab44c68489007ad54ba9f0cb9 #;# 8b925a2e2a26f8d19aab2d2a980102879a731d0a #;# 3fbd040e0a08dd84c4638bd55aa4822b3677d383 #;# 04d96b809a3220ebef5c0e81ce4fbe677939ce1c #;# 6a72160af0d67ea8e5471b32d6165726456ebbe0 #;# 7afcaed717d4578f56fe4aca0b88f72076248590 #;# 910ec8bee5ac71d42bb6887401a15dce4e9e13e6 #;# 349a3fbfe5cbcc1eaa1dbd74dc2dacfcb81ca5fa #;# 5a329add3660c39d8c1337162298cb5e4fe508f0 #;# 6b22faeace74b37fba210ab2e6dd33b0abc5ce74 #;# 98d3638cb1bae8fa49b92f213a1ae7e237e13699 #;# 9a5bcbb36ea4b402e50d675205dcff2410015c34 #;# a906bf3332af1a34d75df176760ab5097d68046d #;# a4314758c5f1b3327031f4d712385baec7f49cd9 #;# 05b4b4f46299e479f296718bcceda8d36bff67ad #;# 210225cacf1460daba8fa8c604b44f27a825da9c #;# 10a9286df1d47b4a4bd91d0c0d41129edca6e622 #;# 8d08b75c679a832119766683525a62d5b5b612fd #;# 478889dfc9a7c1313752c2c586350e9294fb5e80 #;# 3333f643d98041ca0e49be4200b70cbdf625b5de #;# ffd55561cbc7f9d230b18a96445236d2674ab94a #;# 3d95d3c23dd66705d5e808ba0921a0874fd9ff69,"On the existence and uniqueness of solutions in adaptive control systems #;# Regularization Algorithms for Learning That Are Equivalent to Multilayer Networks #;# Neurons with graded response have collective computational properties like those of two-state neurons. #;# Gaussian Networks for Direct Adaptive Control #;# Adaptive Stabilization of Nonlinear-systems #;# A model reference adaptive control scheme for pure-feedback nonlinear systems #;# Direct adaptive regulation of unknown nonlinear dynamical systems via dynamic neural networks #;# Robust control of nonlinear systems with input unmodeled dynamics #;# Indirect adaptive state feedback control of linearly parametrized nonlinear systems #;# Ordinary Differential Equations. #;# Absolute stability of global pattern formation and parallel memory storage by competitive neural networks #;# Neural net robot controller with guaranteed tracking performance #;# Sliding Modes and their Application in Variable Structure Systems #;# Global robustness of nonlinear systems to state measurement disturbances #;# Indirect Techniques for Adaptive Input Output Linearization of Nonlinear Systems #;# Neural adaptive regulation of unknown nonlinear dynamical systems #;# Adaptive Regulation of Nonlinear Systems with Unmodeled Dynamics #;# Neuro-Control Systems: Theory and Applications #;# Stable Adaptive Systems #;# High-order absolutely stable neural networks #;# Adaptive control of unknown plants using dynamical neural networks #;# A singular perturbation analysis of high-gain feedback systems #;# Neural networks for control systems #;# Robust stabilization of feedback linearizable time-varying uncertain nonlinear systems, #;# An extended direct scheme for robust adaptive nonlinear control #;# High-order neural network structures for identification of dynamical systems #;# Adaptive control of linearizable systems #;# Adaptive sliding controller synthesis for non-linear systems #;# Neural networks for control systems - A survey #;# Identification and control of dynamical systems using neural networks #;# Design of 'softer' robust nonlinear control laws #;# Adaptive nonlinear regulation: estimation from the Lyapunov equation #;# Adaptive control of a class of nonlinear discrete-time systems using neural networks #;# Stable adaptive neural control scheme for nonlinear systems #;# Adaptive Control: Stability, Convergence and Robustness"
14349595,7c354b78e99246f32bc839c627b7f3adab1b06d3,Towards an adaptive approach for distributed resource allocation in a multi-agent system for solving dynamic vehicle routing problems,['Computer Science'],"['Automated planning and scheduling', 'Multi-agent system', 'Autonomous robot', 'Homeostasis', 'Autonomous agent', 'Scheduling (computing)', 'Knowledge representation and reasoning', 'Vehicle routing problem', 'Optimization problem', 'Real-time computing', 'Response time (technology)', 'Logistics', 'Algorithm', 'Mathematical optimization', 'Microsoft Windows', 'NP-completeness', 'Marvin (robot)', 'Real-time clock']",38d35d5581e58dca4e9458501e65c1f85ca754d5 #;# e15e2647e0628aa880c98749e0e2680436af7fc7 #;# fa7aac52fd53b65b96e5f6fcc3045692c42d30dd,The Dynamics of Reinforcement Learning in Cooperative Multiagent Systems #;# Dynamic Distributed Resource Allocation: A Distributed Constraint Satisfaction Approach #;# APPLYING MACHINE LEARNING TO LOW‐KNOWLEDGE CONTROL OF OPTIMIZATION ALGORITHMS
43082104,8ed00e9a8298b085847cb6f3244c325348e5aa8e,Special Issue: Neural Computing in Human-Computer Interaction,['Computer Science'],"['Artificial neural network', 'Human–computer interaction', 'Human computer', 'Goto']",9a93f4e8bbc6a0c2029003a471ff9024c848efb0,Neural networks and pattern recognition in human-computer interaction
15650354,b2fe44589a3bcf22124a3a618143627ff690cffc,Modulated Hebb-Oja learning Rule-a method for principal subspace analysis,"['Computer Science', 'Medicine']","['Learning rule', 'Modulation', 'Hebbian theory', 'Synaptic Package Manager', ""Oja's rule"", 'Erkki Oja', 'Input/output', 'Computation', 'Artificial neural network', 'Algorithm', 'The Matrix', 'Principal component analysis', 'Recursion', 'Volumetric-Modulated Arc Therapy', 'Melaleuca leucadendron Ab.IgE:Ratio:Pt:Ser:Qn', 'Algorithmic learning theory', 'Neural oscillation', 'Neural Network Simulation', 'Weight']",7f36c68be10572eae956a173f7fd14d4fc5faf88 #;# f32b92d91129a1401b478f68e2c85d2c3cc26fd0 #;# 345e9b2306b3cbbecf4576746f101af3903257eb #;# 95ed254ca6c74102e1b24507b3ea7b9fa2754838 #;# 7f4212909b9625277d8acbcf0a38d9f5e9f04790 #;# 2a77eeb1b608548dbb92690f36358ee07fec2af5 #;# eaf624aee19a1edff8f77a7ceedf4304388ddae7 #;# 39b9e85b23753b1109479621cad179ac5c5765d1 #;# 320dd7814f28ae2cb5a01f514dd4af860f600fd7 #;# fac259b8b5841554cf2e59f55cf1557dd708932f #;# 0eddb03e19bcf7555042508145426451da1d5c7f #;# 775750120913dde7c3cff3cc3facc84bbc2db06e #;# e99fdd7e56e90c1072a82204f5d28f0b97c449bd #;# 034f59dd5c0af2ced15aa1770bd4ac593cea273a #;# 3e00dd12caea7c4dab1633a35d1da3cb2e76b420 #;# b59515a2139ba9d19a68c5c7b969c3adafbb6625 #;# 18f69e1f4b84018115c7b2cb6ba33ca2088513d4 #;# 093142382a984136457913c90c44ab59f94f9090 #;# 8e74450603db876441b713d5b71a1fd3353c79e8 #;# 472a9b59572655882cb5eca1251844ac231c153f #;# a5319b725fbcada82d49ac2dcb4a25b86fa72f1b #;# 49aa12b45da02b9de28a5041214f4c0fc9dd0083 #;# e5ae37805bc9e0291c4c2c64cb2435f91849de74 #;# 377a1b70219a7cd686c73afc78c9f3eb09cfdd7c #;# 3a2a74e175b4f439f337135a73e16ee3857225ea #;# 8e334d4d2e2e756c87aae00d1cf99291d79c70d6 #;# 44dce8c7a61c740d9fcddf65445c7b8adf39167c #;# 5be54d07022cf2a2f29a1e8ed612da40f30942d9 #;# 076e5a741d0c7485b1cf43b5c3ec4cde08e73ec0 #;# 45e085a94b9299337dc1ff88651a1637542efaea #;# a3a10862eb04ea0278a828b7a9bef557879b7dfe #;# be08da912362bf40fe3ded78bdadc644f921b4e7 #;# 87c4eca6aceb29557f693fdc4efc1fbff003e02a #;# 65602d5de5ab34e4ac5a0157cb64bb8abd712895 #;# 84e7e0a1c61ec4256113e5b71c720dfead333fc9,"Least mean square error reconstruction principle for self-organizing neural-nets #;# Blind information-theoretic multiuser detection algorithms for DS-CDMA and WCDMA downlink systems #;# A new simple ∞OH neuron model as a biologically plausible principal component analyzer #;# Subspace method to pattern recognition #;# A ""nonnegative PCA"" algorithm for independent component analysis #;# Performance of a Stochastic Net #;# Discriminative components of data #;# Global convergence of Oja's subspace algorithm for principal component extraction #;# On stochastic approximation of the eigenvectors and eigenvalues of the expectation of a random matrix #;# Local PCA algorithms #;# Neural Networks, Principal Components, and Subspaces #;# Karhunen-Loeve Subspace #;# Robust recursive least squares learning algorithm for principal component analysis #;# An Information-Theoretic Approach to Neural Computing #;# Simplified neuron model as a principal component analyzer #;# Analysis of Recursive Stochastic Algorithms #;# Principal component analysis by homogeneous neural networks, Part I : The weighted subspace criterion #;# A Theory for Learning by Weight Flow on Stiefel-Grassman Manifold #;# A class of learning algorithms for principal component analysis and minor component analysis #;# Global analysis of Oja's flow for neural networks #;# Robust principal component extracting neural networks #;# Principal component analysis by homogeneous neural networks, part II: Analysis and extentions of the learning algorithm #;# Finding compact and sparse-distributed representations of visual images #;# Neural theory of association and concept-formation #;# Coupled principal component analysis #;# Unified stabilization approach to principal and minor components extraction algorithms #;# Experiments with Simple Hebbian-based Learning Rules in Pattern Classification Tasks #;# Orthogonal Oja algorithm #;# Adaptive network for optimal linear feature extraction #;# Auditory learning: a developmental method #;# A New Modulated Hebbian Learning Rule - Biologically Plausible Method for Local Computation of a Principal Subspace #;# Low Entropy Coding with Unsupervised Neural Networks #;# Learning in linear neural networks: a survey #;# Adaptive Blind Signal and Image Processing - Learning Algorithms and Applications #;# A self-stabilized minor subspace rule"
45394613,23988055159e369c8925553058b07e71e54ab27c,Identification of Discrete-Time Dynamical Systems Via Recurrent Fuzzy Models,['Computer Science'],['Dynamical system'],be36852f284e19f2c512acb296dcb713ac5c01e7 #;# 10a9286df1d47b4a4bd91d0c0d41129edca6e622 #;# 36a92a94d3eb7109dc1ff8c1bde69885e34d2376 #;# 26bc0449360d7016f684eafae5b5d2feded32041 #;# 7f3347a3b9b0d26a273e70d8b4ab3af1a57b706d #;# 613f0c8b98b4ba399f4b2343d8e03a549f29a186 #;# 9e72a905d797437d5d9597c7ac415ac8ef1bd51a #;# 59f884480d293672213ca315beec332943b64434 #;# 21e82ed12c620fba1f5ee42162962aae74a23510 #;# 40819f9cdef08928270fa5a429b9198919c9c5fa #;# 53adc0ff959881a0a4c060ad232a4319e6569de6 #;# ce9a21b93ba29d4145a8ef6bf401e77f261848de #;# 4b71dcfdfcf23658d57b32ce5af6cfdc0425c982 #;# a35d6227c479d8dd699d9d905122fbe814bc60f5 #;# fceb51e990346bfa65a99db506f369c408a25e36 #;# 910bd2257aa050684c991723ed2f315d2b06cfa7 #;# 087c0d702f4933701a2643f48e6f61c39a4efeba #;# 049bdb42044ce78d81e5048cb1dfb5918fee2a13 #;# e260b7d0dca448d27deeef98feff70113e5b4bea #;# f22f6972e66bdd2e769fa64b0df0a13063c0c101 #;# e0200705f91e3fc54f29f721b25cc1a52d51d208 #;# 3c243f77e85185706abcb6f9a3b25348ad324759 #;# ed5c664d21d1649b67d441ef652b9ead782768e2,Gradient methods for the optimization of dynamical systems containing neural networks #;# Identification and control of dynamical systems using neural networks #;# FUZZY LOGIC CONTROL SYSTEMS: FUZZY LOGIC CONTROLLER - PART I #;# An Efficient Gradient-Based Algorithm for On-Line Training of Recurrent Network Trajectories #;# Generating fuzzy rules by learning from examples #;# Rule-base structure identification in an adaptive-network-based fuzzy inference system #;# Neural fuzzy architecture for adaptive control #;# Comparison of four neural net learning methods for dynamic system identification #;# Approximation by superpositions of a sigmoidal function #;# Structure identification of fuzzy model #;# Self-learning fuzzy controllers based on temporal backpropagation #;# A Learning Algorithm for Continually Running Fully Recurrent Neural Networks #;# Steepest descent algorithms for neural network controllers and filters #;# Derivation of Fuzzy Control Rules from Human Operator's Control Actions #;# A learning method of fuzzy inference rules by descent method #;# Computational schemes and neural network models for formulation and control of multijoint arm trajectory #;# Back-propagation fuzzy system as nonlinear dynamic system identifiers #;# Recurrent fuzzy systems #;# Reinforcement structure/parameter learning for neural-network-based fuzzy logic control systems #;# Multilayer feedforward networks are universal approximators #;# Fuzzy Sets #;# The truck backer-upper: an example of self-learning in neural networks #;# Neural networks for self-learning control systems
